ip,port,protocol,state,service,version,scan_type,is_open
192.168.1.51,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.146,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
172.16.6.11,61432,tcp,filtered,unknown,unknown,Connect Scan,0
192.168.1.6,443,tcp,open,https,Apache httpd 2.4.41,Connect Scan,1
172.16.15.66,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
10.0.34.18,23,tcp,open,telnet,Linux telnetd,Version Detection,1
10.0.9.102,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.34.137,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
192.168.1.80,53,udp,open,domain,ISC BIND 9.11,Version Detection,1
172.16.26.114,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
172.16.22.185,143,tcp,open,imap,Courier imapd,SYN Scan,1
172.16.18.199,32323,udp,closed,unknown,unknown,SYN Scan,0
10.0.26.104,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
192.168.1.111,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.36.86,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
10.0.21.111,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
172.16.38.110,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
192.168.1.6,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.104,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.191,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
172.16.4.10,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
10.0.1.232,64109,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.24.105,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
172.16.35.226,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.36.198,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.115,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
10.0.7.26,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
172.16.30.8,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
10.0.35.92,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.137,20697,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.5.202,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
10.0.21.76,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
172.16.27.127,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.239,7206,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.36,61039,udp,closed,unknown,unknown,Version Detection,0
10.0.27.221,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
172.16.22.86,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
10.0.19.37,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
172.16.35.22,25,tcp,open,smtp,Postfix smtpd,Version Detection,1
172.16.7.186,5974,tcp,open,unknown,unknown,ACK Scan,1
192.168.1.125,14811,udp,closed,unknown,unknown,Connect Scan,0
10.0.9.11,50072,tcp,closed,unknown,unknown,Version Detection,0
172.16.18.41,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.3,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
172.16.34.70,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.107,9961,udp,closed,unknown,unknown,SYN Scan,0
10.0.2.231,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.160,23,tcp,open,telnet,Linux telnetd,Version Detection,1
10.0.18.153,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.17.175,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
172.16.23.165,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.15.64,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.9,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.1.209,57187,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.224,8658,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.251,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
172.16.4.224,2052,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.13.209,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
172.16.12.225,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.30.204,35177,udp,closed,unknown,unknown,Version Detection,0
192.168.1.149,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
172.16.18.22,48916,udp,closed,unknown,unknown,ACK Scan,0
10.0.1.227,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.15.179,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
172.16.30.90,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
172.16.32.222,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
172.16.26.249,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
10.0.11.215,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.164,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
192.168.1.72,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.31.59,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
10.0.25.250,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
10.0.29.130,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.10.77,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
192.168.1.171,14142,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.5.222,25,tcp,open,smtp,Exim smtpd,Version Detection,1
10.0.2.58,443,tcp,open,https,Apache httpd 2.4.41,SYN Scan,1
10.0.29.23,49288,tcp,closed,unknown,unknown,Version Detection,0
10.0.34.210,445,tcp,open,microsoft-ds,Microsoft Windows 10,Version Detection,1
10.0.27.191,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
172.16.1.211,16028,tcp,closed,unknown,unknown,Version Detection,0
172.16.1.85,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
10.0.4.235,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
192.168.1.156,4596,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.36.28,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
192.168.1.96,41357,tcp,closed,unknown,unknown,ACK Scan,0
172.16.16.68,8080,tcp,open,http-proxy,Jetty 9.4,SYN Scan,1
10.0.11.132,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.5.197,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.22.30,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.157,5816,udp,filtered,unknown,unknown,Connect Scan,0
172.16.17.218,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.8.139,17189,tcp,closed,unknown,unknown,SYN Scan,0
172.16.31.203,33813,udp,filtered,unknown,unknown,SYN Scan,0
172.16.11.10,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
172.16.24.216,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
172.16.13.121,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.5.179,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
10.0.31.172,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
10.0.7.111,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.112,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
192.168.1.145,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
172.16.18.39,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
10.0.15.6,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
172.16.10.40,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
10.0.30.31,53,udp,open,domain,ISC BIND 9.11,SYN Scan,1
172.16.32.242,10797,udp,open,unknown,unknown,ACK Scan,1
192.168.1.211,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.22.19,23,tcp,open,telnet,Linux telnetd,Version Detection,1
10.0.4.196,8362,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.73,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.31,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
192.168.1.116,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.38.127,443,tcp,open,https,Microsoft IIS 10.0,Version Detection,1
10.0.35.211,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.29.107,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
10.0.12.94,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
172.16.35.167,54054,tcp,closed,unknown,unknown,Connect Scan,0
172.16.27.126,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
192.168.1.159,30766,udp,closed,unknown,unknown,Connect Scan,0
172.16.21.88,80,tcp,open,http,nginx 1.18.0,Version Detection,1
192.168.1.72,22226,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.163,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
192.168.1.207,42009,udp,filtered,unknown,unknown,Version Detection,0
172.16.24.184,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.23.102,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
172.16.26.231,80,tcp,open,http,Microsoft IIS 10.0,Version Detection,1
10.0.3.219,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
10.0.30.39,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
192.168.1.236,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
172.16.26.155,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.12.78,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.115,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.16.48,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.3.195,17982,tcp,closed,unknown,unknown,Connect Scan,0
10.0.36.167,20032,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.7,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
192.168.1.118,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
10.0.3.84,28232,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.186,14584,tcp,open,unknown,unknown,Connect Scan,1
172.16.31.247,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
172.16.27.128,1838,udp,closed,unknown,unknown,SYN Scan,0
10.0.21.174,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
192.168.1.180,5432,tcp,open,postgresql,PostgreSQL 13.1,Connect Scan,1
10.0.13.71,56025,udp,filtered,unknown,unknown,Version Detection,0
172.16.5.233,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.14.157,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
10.0.15.188,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.18.135,30797,udp,filtered,unknown,unknown,SYN Scan,0
10.0.33.84,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.119,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.234,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.61,21,tcp,open,ftp,vsftpd 3.0.3,SYN Scan,1
192.168.1.42,18940,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.120,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
172.16.30.210,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
10.0.29.123,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.226,10077,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.67,25,tcp,open,smtp,Exim smtpd,Version Detection,1
192.168.1.16,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
172.16.20.157,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
172.16.5.175,443,tcp,open,https,Apache httpd 2.4.41,ACK Scan,1
10.0.29.189,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.20.48,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
192.168.1.123,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
192.168.1.196,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
10.0.6.242,143,tcp,open,imap,Courier imapd,Version Detection,1
10.0.15.192,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
172.16.6.27,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.35.17,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
172.16.26.248,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
172.16.7.243,25,tcp,open,smtp,Exim smtpd,SYN Scan,1
172.16.24.55,21,tcp,open,ftp,FileZilla Server,ACK Scan,1
192.168.1.217,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
192.168.1.76,143,tcp,open,imap,Courier imapd,Connect Scan,1
10.0.37.217,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
172.16.21.166,13695,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.4.199,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
10.0.18.241,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
10.0.36.93,80,tcp,open,http,Apache httpd 2.4.41,Version Detection,1
10.0.34.73,3391,udp,closed,unknown,unknown,Version Detection,0
10.0.33.148,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
172.16.26.235,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
172.16.35.76,26717,udp,filtered,unknown,unknown,SYN Scan,0
10.0.6.110,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
192.168.1.191,443,tcp,open,https,Microsoft IIS 10.0,Version Detection,1
172.16.27.152,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
10.0.11.164,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
10.0.32.59,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
10.0.27.149,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
192.168.1.178,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
192.168.1.105,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
10.0.6.206,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
10.0.14.104,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.12.210,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
172.16.23.19,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.109,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
172.16.23.0,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
10.0.38.229,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
192.168.1.177,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
192.168.1.79,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
10.0.4.240,12973,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.219,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
10.0.31.156,36682,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.94,25,tcp,open,smtp,Exim smtpd,SYN Scan,1
10.0.32.33,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
172.16.35.48,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
172.16.10.63,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
192.168.1.91,55853,udp,closed,unknown,unknown,ACK Scan,0
10.0.37.235,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
192.168.1.133,21,tcp,open,ftp,FileZilla Server,Version Detection,1
172.16.12.63,143,tcp,open,imap,Courier imapd,SYN Scan,1
10.0.11.141,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.10.40,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.20.31,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.2.62,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
10.0.14.161,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.21.159,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
192.168.1.20,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
172.16.6.180,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
10.0.26.69,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
10.0.38.145,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.25.167,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
10.0.27.201,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
192.168.1.191,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
192.168.1.209,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
192.168.1.199,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.1.147,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
192.168.1.40,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
10.0.6.25,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
172.16.25.75,10262,udp,closed,unknown,unknown,ACK Scan,0
172.16.23.207,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
192.168.1.170,143,tcp,open,imap,Dovecot imapd,Version Detection,1
10.0.27.61,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.22.50,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
192.168.1.118,25,tcp,open,smtp,Exim smtpd,ACK Scan,1
172.16.11.206,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.31.11,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.42,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.183,34225,udp,closed,unknown,unknown,SYN Scan,0
172.16.36.126,36719,udp,closed,unknown,unknown,ACK Scan,0
172.16.12.134,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.17.148,22,tcp,open,ssh,OpenSSH 7.6p1,Version Detection,1
172.16.21.72,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
192.168.1.236,25311,tcp,closed,unknown,unknown,Version Detection,0
172.16.26.54,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.30,25,tcp,open,smtp,Exim smtpd,Version Detection,1
10.0.35.182,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
10.0.20.13,22,tcp,open,ssh,Dropbear sshd,SYN Scan,1
10.0.0.239,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
172.16.9.43,5432,tcp,open,postgresql,PostgreSQL 13.1,SYN Scan,1
172.16.22.25,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
172.16.38.152,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.18.146,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.132,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.35.145,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
192.168.1.164,23,tcp,open,telnet,Linux telnetd,Version Detection,1
172.16.32.166,24632,tcp,open,unknown,unknown,Connect Scan,1
10.0.15.83,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
10.0.30.113,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
172.16.1.120,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.36.162,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
172.16.17.1,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
172.16.23.7,2884,tcp,closed,unknown,unknown,SYN Scan,0
10.0.2.24,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
172.16.38.222,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
172.16.22.24,46034,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.188,10573,tcp,open,unknown,unknown,SYN Scan,1
192.168.1.28,21408,udp,filtered,unknown,unknown,Version Detection,0
10.0.38.225,49382,tcp,closed,unknown,unknown,SYN Scan,0
172.16.20.230,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
172.16.35.217,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
172.16.21.154,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
192.168.1.216,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
10.0.30.192,25,tcp,open,smtp,Postfix smtpd,Version Detection,1
172.16.35.161,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
192.168.1.89,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
192.168.1.64,53,udp,open,domain,ISC BIND 9.11,SYN Scan,1
10.0.7.207,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
192.168.1.204,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
172.16.27.77,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
10.0.14.190,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.35.121,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
172.16.7.43,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.15.53,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.33.178,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
172.16.29.255,80,tcp,open,http,Apache httpd 2.4.41,Version Detection,1
10.0.16.227,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
192.168.1.43,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
192.168.1.13,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
10.0.18.146,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.166,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
172.16.36.221,8080,tcp,open,http-proxy,Jetty 9.4,SYN Scan,1
192.168.1.42,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
192.168.1.244,63282,udp,filtered,unknown,unknown,Version Detection,0
10.0.22.17,35597,tcp,closed,unknown,unknown,SYN Scan,0
172.16.7.49,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
192.168.1.250,55375,tcp,filtered,unknown,unknown,Version Detection,0
172.16.13.170,110,tcp,open,pop3,Courier pop3d,Version Detection,1
172.16.22.67,35512,tcp,open,unknown,unknown,ACK Scan,1
172.16.2.78,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.90,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.30.105,1598,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.107,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.35.121,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.14.60,10743,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.103,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
10.0.23.12,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.31.75,39720,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.190,65108,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.23.95,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
10.0.18.216,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
172.16.21.85,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.20.151,22,tcp,open,ssh,OpenSSH 8.2p1,Connect Scan,1
10.0.6.192,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
172.16.13.169,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.0.159,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
172.16.13.192,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
192.168.1.146,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
192.168.1.74,60932,udp,filtered,unknown,unknown,SYN Scan,0
192.168.1.168,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
172.16.22.108,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
192.168.1.86,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
10.0.24.129,26416,udp,closed,unknown,unknown,SYN Scan,0
172.16.1.157,143,tcp,open,imap,Dovecot imapd,Version Detection,1
10.0.7.215,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
10.0.13.237,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.18.74,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.38.254,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.33.88,59133,udp,filtered,unknown,unknown,Connect Scan,0
172.16.28.34,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
172.16.33.106,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
192.168.1.249,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
192.168.1.159,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.11.210,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.67,899,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.157,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.216,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
192.168.1.138,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
10.0.37.3,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
172.16.16.40,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.28.106,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
10.0.5.30,58322,tcp,closed,unknown,unknown,ACK Scan,0
192.168.1.107,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.0.248,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.16.176,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.84,314,tcp,closed,unknown,unknown,Connect Scan,0
172.16.12.190,39269,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.23.20,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
192.168.1.37,5432,tcp,open,postgresql,PostgreSQL 13.1,SYN Scan,1
10.0.34.181,25,tcp,open,smtp,Postfix smtpd,Version Detection,1
